,S_No,State_Name,District_Name,Season,Irrigation,pH,Moisture,Soil_Temp,Climate,Crop_Name,Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours
756,756,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),114000,341000,0.19,1,1,0.46,1,1,745.3
766,766,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),143000,325000,0.19,1,1,0.46,1,1,745.3
776,776,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),121000,293000,0.19,1,1,0.46,1,1,745.3
789,789,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),117000,440000,0.19,1,1,0.46,1,1,745.3
802,802,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),133000,548000,0.19,1,1,0.46,1,1,745.3
815,815,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),140000,614000,0.19,1,1,0.46,1,1,745.3
829,829,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),151000,648000,0.19,1,1,0.46,1,1,745.3
841,841,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),139000,472000,0.19,1,1,0.46,1,1,745.3
852,852,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),120000,484000,0.19,1,1,0.46,1,1,745.3
864,864,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),126000,417000,0.19,1,1,0.46,1,1,745.3
876,876,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),116000,382000,0.19,1,1,0.46,1,1,745.3
885,885,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),124000,339000,0.19,1,1,0.46,1,1,745.3
895,895,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
902,902,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
909,909,Punjab,FIROZEPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
1302,1302,Punjab,JALANDHAR,Kharif     ,medium,6,80,25,Composite,Cotton(lint),2000,2000,0.19,1,1,0.46,1,1,745.3
1334,1334,Punjab,JALANDHAR,Kharif     ,medium,6,80,25,Composite,Cotton(lint),1000,2000,0.19,1,1,0.46,1,1,745.3
1594,1594,Punjab,LUDHIANA,Whole Year ,medium,6,80,25,Hot-dry,Cotton(lint),3000,5000,0.19,1,1,0.46,1,1,745.3
1607,1607,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,2000,0.19,1,1,0.46,1,1,745.3
1616,1616,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,1000,0.19,1,1,0.46,1,1,745.3
1627,1627,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),2000,3000,0.19,1,1,0.46,1,1,745.3
1638,1638,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,1000,0.19,1,1,0.46,1,1,745.3
1649,1649,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,1000,0.19,1,1,0.46,1,1,745.3
1670,1670,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,5000,0.19,1,1,0.46,1,1,745.3
1682,1682,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),2000,9000,0.19,1,1,0.46,1,1,745.3
1692,1692,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),3000,12000,0.19,1,1,0.46,1,1,745.3
1700,1700,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),2000,9000,0.19,1,1,0.46,1,1,745.3
1709,1709,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),2000,8000,0.19,1,1,0.46,1,1,745.3
1719,1719,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,4000,0.19,1,1,0.46,1,1,745.3
1728,1728,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
1738,1738,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,2000,0.19,1,1,0.46,1,1,745.3
1752,1752,Punjab,LUDHIANA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
1777,1777,Punjab,MANSA,Whole Year ,medium,6,80,25,Temperate,Cotton(lint),103000,165000,0.19,1,1,0.46,1,1,745.3
1781,1781,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),83000,70000,0.19,1,1,0.46,1,1,745.3
1790,1790,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),72000,159000,0.19,1,1,0.46,1,1,745.3
1800,1800,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),79000,193000,0.19,1,1,0.46,1,1,745.3
1808,1808,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),92000,182000,0.19,1,1,0.46,1,1,745.3
1818,1818,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),70000,168000,0.19,1,1,0.46,1,1,745.3
1831,1831,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),73000,246000,0.19,1,1,0.46,1,1,745.3
1842,1842,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),82000,350000,0.19,1,1,0.46,1,1,745.3
1853,1853,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),91000,365000,0.19,1,1,0.46,1,1,745.3
1864,1864,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),93000,405000,0.19,1,1,0.46,1,1,745.3
1875,1875,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),100000,438000,0.19,1,1,0.46,1,1,745.3
1885,1885,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),90000,366000,0.19,1,1,0.46,1,1,745.3
1896,1896,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),89000,328000,0.19,1,1,0.46,1,1,745.3
1907,1907,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),88000,351000,0.19,1,1,0.46,1,1,745.3
1916,1916,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),93000,338000,0.19,1,1,0.46,1,1,745.3
1926,1926,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),90000,317000,0.19,1,1,0.46,1,1,745.3
1937,1937,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),86000,275000,0.19,1,1,0.46,1,1,745.3
1944,1944,Punjab,MANSA,Kharif     ,medium,6,80,25,Temperate,Cotton(lint),84000,251000,0.19,1,1,0.46,1,1,745.3
1957,1957,Punjab,MOGA,Whole Year ,medium,6,80,25,Composite,Cotton(lint),16000,24000,0.19,1,1,0.46,1,1,745.3
1961,1961,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),9000,10000,0.19,1,1,0.46,1,1,745.3
1969,1969,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),9000,13000,0.19,1,1,0.46,1,1,745.3
1978,1978,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),8000,20000,0.19,1,1,0.46,1,1,745.3
1987,1987,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),14000,20000,0.19,1,1,0.46,1,1,745.3
1998,1998,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),5000,6000,0.19,1,1,0.46,1,1,745.3
2009,2009,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),4000,11000,0.19,1,1,0.46,1,1,745.3
2020,2020,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),6000,20000,0.19,1,1,0.46,1,1,745.3
2030,2030,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),7000,28000,0.19,1,1,0.46,1,1,745.3
2038,2038,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),7000,29000,0.19,1,1,0.46,1,1,745.3
2046,2046,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),8000,32000,0.19,1,1,0.46,1,1,745.3
2053,2053,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),6000,36000,0.19,1,1,0.46,1,1,745.3
2062,2062,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),4000,17000,0.19,1,1,0.46,1,1,745.3
2069,2069,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),3000,9000,0.19,1,1,0.46,1,1,745.3
2075,2075,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),3000,5000,0.19,1,1,0.46,1,1,745.3
2080,2080,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),2000,9000,0.19,1,1,0.46,1,1,745.3
2087,2087,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),2000,8000,0.19,1,1,0.46,1,1,745.3
2094,2094,Punjab,MOGA,Kharif     ,medium,6,80,25,Composite,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2106,2106,Punjab,MUKTSAR,Whole Year ,medium,6,80,25,Hot-dry,Cotton(lint),161000,154000,0.19,1,1,0.46,1,1,745.3
2109,2109,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),109000,100000,0.19,1,1,0.46,1,1,745.3
2119,2119,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),85000,170000,0.19,1,1,0.46,1,1,745.3
2130,2130,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),87000,233000,0.19,1,1,0.46,1,1,745.3
2141,2141,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),126000,276000,0.19,1,1,0.46,1,1,745.3
2151,2151,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),86000,202000,0.19,1,1,0.46,1,1,745.3
2165,2165,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),91000,267000,0.19,1,1,0.46,1,1,745.3
2178,2178,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),105000,437000,0.19,1,1,0.46,1,1,745.3
2189,2189,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),117000,542000,0.19,1,1,0.46,1,1,745.3
2200,2200,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),131000,599000,0.19,1,1,0.46,1,1,745.3
2210,2210,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),128000,481000,0.19,1,1,0.46,1,1,745.3
2219,2219,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),107000,476000,0.19,1,1,0.46,1,1,745.3
2228,2228,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),96000,391000,0.19,1,1,0.46,1,1,745.3
2237,2237,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),90000,330000,0.19,1,1,0.46,1,1,745.3
2246,2246,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),98000,228000,0.19,1,1,0.46,1,1,745.3
2255,2255,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),88000,298000,0.19,1,1,0.46,1,1,745.3
2266,2266,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),82000,264000,0.19,1,1,0.46,1,1,745.3
2275,2275,Punjab,MUKTSAR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),66000,217000,0.19,1,1,0.46,1,1,745.3
2446,2446,Punjab,PATIALA,Whole Year ,medium,6,80,25,Hot-dry,Cotton(lint),1000,2000,0.19,1,1,0.46,1,1,745.3
2450,2450,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,1000,0.19,1,1,0.46,1,1,745.3
2463,2463,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,1000,0.19,1,1,0.46,1,1,745.3
2476,2476,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,2000,0.19,1,1,0.46,1,1,745.3
2487,2487,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,2000,0.19,1,1,0.46,1,1,745.3
2498,2498,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,2000,0.19,1,1,0.46,1,1,745.3
2510,2510,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2523,2523,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2536,2536,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2549,2549,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2560,2560,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,4000,0.19,1,1,0.46,1,1,745.3
2568,2568,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,4000,0.19,1,1,0.46,1,1,745.3
2578,2578,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,4000,0.19,1,1,0.46,1,1,745.3
2585,2585,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2593,2593,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2601,2601,Punjab,PATIALA,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
2881,2881,Punjab,SANGRUR,Whole Year ,medium,6,80,25,Hot-dry,Cotton(lint),35000,55000,0.19,1,1,0.46,1,1,745.3
2886,2886,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),24000,28000,0.19,1,1,0.46,1,1,745.3
2898,2898,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),20000,37000,0.19,1,1,0.46,1,1,745.3
2910,2910,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),21000,41000,0.19,1,1,0.46,1,1,745.3
2922,2922,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),28000,47000,0.19,1,1,0.46,1,1,745.3
2934,2934,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),23000,38000,0.19,1,1,0.46,1,1,745.3
2947,2947,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),16000,39000,0.19,1,1,0.46,1,1,745.3
2961,2961,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),19000,65000,0.19,1,1,0.46,1,1,745.3
2974,2974,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),23000,68000,0.19,1,1,0.46,1,1,745.3
2988,2988,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),27000,100000,0.19,1,1,0.46,1,1,745.3
3000,3000,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),15000,60000,0.19,1,1,0.46,1,1,745.3
3010,3010,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),14000,50000,0.19,1,1,0.46,1,1,745.3
3021,3021,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),13000,57000,0.19,1,1,0.46,1,1,745.3
3033,3033,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),11000,36000,0.19,1,1,0.46,1,1,745.3
3041,3041,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),11000,33000,0.19,1,1,0.46,1,1,745.3
3051,3051,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),11000,44000,0.19,1,1,0.46,1,1,745.3
3065,3065,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),12000,50000,0.19,1,1,0.46,1,1,745.3
3076,3076,Punjab,SANGRUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),13000,51000,0.19,1,1,0.46,1,1,745.3
3088,3088,Punjab,TARN TARAN,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),2000,9000,0.19,1,1,0.46,1,1,745.3
3099,3099,Punjab,TARN TARAN,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),3000,10000,0.19,1,1,0.46,1,1,745.3
3108,3108,Punjab,TARN TARAN,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,4000,0.19,1,1,0.46,1,1,745.3
3118,3118,Punjab,TARN TARAN,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,4000,0.19,1,1,0.46,1,1,745.3
3128,3128,Punjab,TARN TARAN,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,4000,0.19,1,1,0.46,1,1,745.3
3137,3137,Punjab,TARN TARAN,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
3159,3159,Punjab,TARN TARAN,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),1000,3000,0.19,1,1,0.46,1,1,745.3
3176,3176,Andhra Pradesh,ANANTAPUR,Kharif     ,medium,6,80,25,Hot-dry,Cotton(lint),7300,9400,1,0.6,1,1,1,1,833.3
