,S_No,State_Name,District_Name,Season,Irrigation,pH,Moisture,Soil_Temp,Climate,Crop_Name,Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours
4427,4427,Andhra Pradesh,CHITTOOR,Rabi       ,low,6.25,90,15,Warm-humid,Onion,171,4081,1,0.6,1,1,1,1,562
4453,4453,Andhra Pradesh,CHITTOOR,Kharif     ,low,6.25,90,15,Warm-humid,Onion,197,3190,1,0.6,1,1,1,1,562
4468,4468,Andhra Pradesh,CHITTOOR,Rabi       ,low,6.25,90,15,Warm-humid,Onion,163,4015,1,0.6,1,1,1,1,562
4494,4494,Andhra Pradesh,CHITTOOR,Kharif     ,low,6.25,90,15,Warm-humid,Onion,178,3535,1,0.6,1,1,1,1,562
4509,4509,Andhra Pradesh,CHITTOOR,Rabi       ,low,6.25,90,15,Warm-humid,Onion,196,5274,1,0.6,1,1,1,1,562
4535,4535,Andhra Pradesh,CHITTOOR,Kharif     ,low,6.25,90,15,Warm-humid,Onion,180,2594,1,0.6,1,1,1,1,562
4552,4552,Andhra Pradesh,CHITTOOR,Rabi       ,low,6.25,90,15,Warm-humid,Onion,196,4013,1,0.6,1,1,1,1,562
4585,4585,Andhra Pradesh,CHITTOOR,Kharif     ,low,6.25,90,15,Warm-humid,Onion,153,2921,1,0.6,1,1,1,1,562
4615,4615,Andhra Pradesh,CHITTOOR,Rabi       ,low,6.25,90,15,Warm-humid,Onion,193,2745,1,0.6,1,1,1,1,562
4644,4644,Andhra Pradesh,CHITTOOR,Kharif     ,low,6.25,90,15,Warm-humid,Onion,170,3201,1,0.6,1,1,1,1,562
4675,4675,Andhra Pradesh,CHITTOOR,Rabi       ,low,6.25,90,15,Warm-humid,Onion,253,5928,1,0.6,1,1,1,1,562
4709,4709,Andhra Pradesh,CHITTOOR,Kharif     ,low,6.25,90,15,Warm-humid,Onion,242,4443,1,0.6,1,1,1,1,562
4737,4737,Andhra Pradesh,CHITTOOR,Rabi       ,low,6.25,90,15,Warm-humid,Onion,199,4534,1,0.6,1,1,1,1,562
4833,4833,Andhra Pradesh,EAST GODAVARI,Whole Year ,low,6.25,90,15,Hot-dry,Onion,252,4118,1,0.6,1,1,1,1,562
4849,4849,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,42,586,1,0.6,1,1,1,1,562
4867,4867,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,133,2338,1,0.6,1,1,1,1,562
4896,4896,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,122,1693,1,0.6,1,1,1,1,562
4912,4912,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,147,2325,1,0.6,1,1,1,1,562
4942,4942,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,132,1578,1,0.6,1,1,1,1,562
4956,4956,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,140,1763,1,0.6,1,1,1,1,562
4997,4997,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,279,4070,1,0.6,1,1,1,1,562
5012,5012,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,24,264,1,0.6,1,1,1,1,562
5053,5053,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,129,2189,1,0.6,1,1,1,1,562
5067,5067,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,79,1384,1,0.6,1,1,1,1,562
5095,5095,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,296,5550,1,0.6,1,1,1,1,562
5110,5110,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,74,1465,1,0.6,1,1,1,1,562
5139,5139,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,457,7663,1,0.6,1,1,1,1,562
5154,5154,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,85,1014,1,0.6,1,1,1,1,562
5178,5178,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,1000,14000,1,0.6,1,1,1,1,562
5205,5205,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,915,15376,1,0.6,1,1,1,1,562
5218,5218,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,16,154,1,0.6,1,1,1,1,562
5245,5245,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,501,8113,1,0.6,1,1,1,1,562
5260,5260,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,26,660,1,0.6,1,1,1,1,562
5286,5286,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,759,15073,1,0.6,1,1,1,1,562
5299,5299,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,9,118,1,0.6,1,1,1,1,562
5323,5323,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,808,11645,1,0.6,1,1,1,1,562
5340,5340,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,38,973,1,0.6,1,1,1,1,562
5370,5370,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,547,10443,1,0.6,1,1,1,1,562
5395,5395,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,15,330,1,0.6,1,1,1,1,562
5420,5420,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,595,11204,1,0.6,1,1,1,1,562
5447,5447,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,14,259,1,0.6,1,1,1,1,562
5477,5477,Andhra Pradesh,EAST GODAVARI,Kharif     ,low,6.25,90,15,Hot-dry,Onion,563,10337,1,0.6,1,1,1,1,562
5504,5504,Andhra Pradesh,EAST GODAVARI,Rabi       ,low,6.25,90,15,Hot-dry,Onion,15,265,1,0.6,1,1,1,1,562
5592,5592,Andhra Pradesh,GUNTUR,Whole Year ,low,6.25,90,15,Composite,Onion,1593,23110,1,0.6,1,1,1,1,562
5604,5604,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,376,5247,1,0.6,1,1,1,1,562
5617,5617,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,816,14792,1,0.6,1,1,1,1,562
5642,5642,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,693,9615,1,0.6,1,1,1,1,562
5654,5654,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,883,11504,1,0.6,1,1,1,1,562
5679,5679,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,806,9635,1,0.6,1,1,1,1,562
5694,5694,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,737,13565,1,0.6,1,1,1,1,562
5735,5735,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,439,6404,1,0.6,1,1,1,1,562
5749,5749,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,428,3364,1,0.6,1,1,1,1,562
5790,5790,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,845,14336,1,0.6,1,1,1,1,562
5804,5804,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,394,5344,1,0.6,1,1,1,1,562
5830,5830,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,1327,24880,1,0.6,1,1,1,1,562
5841,5841,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,372,5986,1,0.6,1,1,1,1,562
5862,5862,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,598,10027,1,0.6,1,1,1,1,562
5875,5875,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,566,7493,1,0.6,1,1,1,1,562
5894,5894,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,1000,18000,1,0.6,1,1,1,1,562
5916,5916,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,639,10738,1,0.6,1,1,1,1,562
5927,5927,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,84,1682,1,0.6,1,1,1,1,562
5949,5949,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,723,11708,1,0.6,1,1,1,1,562
5961,5961,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,40,1068,1,0.6,1,1,1,1,562
5986,5986,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,619,12293,1,0.6,1,1,1,1,562
6000,6000,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,268,1323,1,0.6,1,1,1,1,562
6022,6022,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,959,13821,1,0.6,1,1,1,1,562
6063,6063,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,679,12963,1,0.6,1,1,1,1,562
6087,6087,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,11,101,1,0.6,1,1,1,1,562
6113,6113,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,630,11864,1,0.6,1,1,1,1,562
6136,6136,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,19,352,1,0.6,1,1,1,1,562
6166,6166,Andhra Pradesh,GUNTUR,Kharif     ,low,6.25,90,15,Composite,Onion,408,7491,1,0.6,1,1,1,1,562
6189,6189,Andhra Pradesh,GUNTUR,Rabi       ,low,6.25,90,15,Composite,Onion,40,707,1,0.6,1,1,1,1,562
6287,6287,Andhra Pradesh,KADAPA,Whole Year ,low,6.25,90,15,Hot-dry,Onion,4618,41792,1,0.6,1,1,1,1,562
6301,6301,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2502,27610,1,0.6,1,1,1,1,562
6321,6321,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,483,13965,1,0.6,1,1,1,1,562
6350,6350,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2317,15902,1,0.6,1,1,1,1,562
6369,6369,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,637,9701,1,0.6,1,1,1,1,562
6397,6397,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,1828,17722,1,0.6,1,1,1,1,562
6413,6413,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,561,7735,1,0.6,1,1,1,1,562
6453,6453,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2138,17805,1,0.6,1,1,1,1,562
6468,6468,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,524,8765,1,0.6,1,1,1,1,562
6506,6506,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,1851,17286,1,0.6,1,1,1,1,562
6522,6522,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,574,13588,1,0.6,1,1,1,1,562
6550,6550,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,1775,9003,1,0.6,1,1,1,1,562
6565,6565,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,653,15745,1,0.6,1,1,1,1,562
6592,6592,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,1676,17534,1,0.6,1,1,1,1,562
6607,6607,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,338,10591,1,0.6,1,1,1,1,562
6631,6631,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2000,8000,1,0.6,1,1,1,1,562
6653,6653,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2505,25541,1,0.6,1,1,1,1,562
6670,6670,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,223,4000,1,0.6,1,1,1,1,562
6696,6696,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2875,24386,1,0.6,1,1,1,1,562
6713,6713,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,273,7337,1,0.6,1,1,1,1,562
6740,6740,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2542,19248,1,0.6,1,1,1,1,562
6758,6758,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,635,14029,1,0.6,1,1,1,1,562
6788,6788,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,4380,57588,1,0.6,1,1,1,1,562
6807,6807,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,1034,3154,1,0.6,1,1,1,1,562
6841,6841,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2567,46760,1,0.6,1,1,1,1,562
6872,6872,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,834,4876,1,0.6,1,1,1,1,562
6908,6908,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2497,24361,1,0.6,1,1,1,1,562
6940,6940,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,926,9674,1,0.6,1,1,1,1,562
6978,6978,Andhra Pradesh,KADAPA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2983,37144,1,0.6,1,1,1,1,562
7008,7008,Andhra Pradesh,KADAPA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,381,6556,1,0.6,1,1,1,1,562
7093,7093,Andhra Pradesh,KRISHNA,Whole Year ,low,6.25,90,15,Hot-dry,Onion,105,1735,1,0.6,1,1,1,1,562
7105,7105,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,11,154,1,0.6,1,1,1,1,562
7118,7118,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,51,897,1,0.6,1,1,1,1,562
7141,7141,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,10,139,1,0.6,1,1,1,1,562
7155,7155,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,59,933,1,0.6,1,1,1,1,562
7180,7180,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,16,203,1,0.6,1,1,1,1,562
7193,7193,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,107,1347,1,0.6,1,1,1,1,562
7236,7236,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,7,102,1,0.6,1,1,1,1,562
7248,7248,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,85,935,1,0.6,1,1,1,1,562
7285,7285,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,8,136,1,0.6,1,1,1,1,562
7299,7299,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,91,1594,1,0.6,1,1,1,1,562
7322,7322,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,61,1144,1,0.6,1,1,1,1,562
7334,7334,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,101,1999,1,0.6,1,1,1,1,562
7356,7356,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,52,872,1,0.6,1,1,1,1,562
7367,7367,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,75,895,1,0.6,1,1,1,1,562
7405,7405,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,31,521,1,0.6,1,1,1,1,562
7417,7417,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,60,578,1,0.6,1,1,1,1,562
7438,7438,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,7,113,1,0.6,1,1,1,1,562
7450,7450,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,52,1320,1,0.6,1,1,1,1,562
7469,7469,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2,40,1,0.6,1,1,1,1,562
7482,7482,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,16,209,1,0.6,1,1,1,1,562
7503,7503,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,7,101,1,0.6,1,1,1,1,562
7516,7516,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,25,640,1,0.6,1,1,1,1,562
7542,7542,Andhra Pradesh,KRISHNA,Kharif     ,low,6.25,90,15,Hot-dry,Onion,2,38,1,0.6,1,1,1,1,562
7562,7562,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,2,44,1,0.6,1,1,1,1,562
7604,7604,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,2,37,1,0.6,1,1,1,1,562
7651,7651,Andhra Pradesh,KRISHNA,Rabi       ,low,6.25,90,15,Hot-dry,Onion,13,230,1,0.6,1,1,1,1,562
7750,7750,Andhra Pradesh,KURNOOL,Whole Year ,low,6.25,90,15,Hot-dry,Onion,10678,156507,1,0.6,1,1,1,1,562
7765,7765,Andhra Pradesh,KURNOOL,Kharif     ,low,6.25,90,15,Hot-dry,Onion,8564,126747,1,0.6,1,1,1,1,562
7786,7786,Andhra Pradesh,KURNOOL,Rabi       ,low,6.25,90,15,Hot-dry,Onion,1098,23828,1,0.6,1,1,1,1,562
7816,7816,Andhra Pradesh,KURNOOL,Kharif     ,low,6.25,90,15,Hot-dry,Onion,9130,139853,1,0.6,1,1,1,1,562
7835,7835,Andhra Pradesh,KURNOOL,Rabi       ,low,6.25,90,15,Hot-dry,Onion,1474,37322,1,0.6,1,1,1,1,562
7863,7863,Andhra Pradesh,KURNOOL,Kharif     ,low,6.25,90,15,Hot-dry,Onion,8365,104964,1,0.6,1,1,1,1,562
7880,7880,Andhra Pradesh,KURNOOL,Rabi       ,low,6.25,90,15,Hot-dry,Onion,1290,25465,1,0.6,1,1,1,1,562
7921,7921,Andhra Pradesh,KURNOOL,Kharif     ,low,6.25,90,15,Hot-dry,Onion,9665,153461,1,0.6,1,1,1,1,562
7939,7939,Andhra Pradesh,KURNOOL,Rabi       ,low,6.25,90,15,Hot-dry,Onion,1184,26927,1,0.6,1,1,1,1,562
7980,7980,Andhra Pradesh,KURNOOL,Kharif     ,low,6.25,90,15,Hot-dry,Onion,13121,234367,1,0.6,1,1,1,1,562
7998,7998,Andhra Pradesh,KURNOOL,Rabi       ,low,6.25,90,15,Hot-dry,Onion,953,17928,1,0.6,1,1,1,1,562
8026,8026,Andhra Pradesh,KURNOOL,Kharif     ,low,6.25,90,15,Hot-dry,Onion,12216,254752,1,0.6,1,1,1,1,562
8043,8043,Andhra Pradesh,KURNOOL,Rabi       ,low,6.25,90,15,Hot-dry,Onion,2559,60664,1,0.6,1,1,1,1,562
8071,8071,Andhra Pradesh,KURNOOL,Kharif     ,low,6.25,90,15,Hot-dry,Onion,11174,203065,1,0.6,1,1,1,1,562
8088,8088,Andhra Pradesh,KURNOOL,Rabi       ,low,6.25,90,15,Hot-dry,Onion,1321,29893,1,0.6,1,1,1,1,562
